instant,dateday,season,year,month,holiday,weekday,workingday,weathersit,casual,registered,count
490,2012-05-04,Semi,1,Mei,0,Jumat,1,Cerah/Sebagian Berawan,1069,5227,6296
491,2012-05-05,Semi,1,Mei,0,Sabtu,0,Berkabut/Berawan,2496,4387,6883
492,2012-05-06,Semi,1,Mei,0,Minggu,0,Berkabut/Berawan,2135,4224,6359
493,2012-05-07,Semi,1,Mei,0,Senin,1,Berkabut/Berawan,1008,5265,6273
494,2012-05-08,Semi,1,Mei,0,Selasa,1,Berkabut/Berawan,738,4990,5728
495,2012-05-09,Semi,1,Mei,0,Rabu,1,Berkabut/Berawan,620,4097,4717
496,2012-05-10,Semi,1,Mei,0,Kamis,1,Cerah/Sebagian Berawan,1026,5546,6572
497,2012-05-11,Semi,1,Mei,0,Jumat,1,Cerah/Sebagian Berawan,1319,5711,7030
498,2012-05-12,Semi,1,Mei,0,Sabtu,0,Cerah/Sebagian Berawan,2622,4807,7429
499,2012-05-13,Semi,1,Mei,0,Minggu,0,Cerah/Sebagian Berawan,2172,3946,6118
500,2012-05-14,Semi,1,Mei,0,Senin,1,Berkabut/Berawan,342,2501,2843
501,2012-05-15,Semi,1,Mei,0,Selasa,1,Berkabut/Berawan,625,4490,5115
502,2012-05-16,Semi,1,Mei,0,Rabu,1,Cerah/Sebagian Berawan,991,6433,7424
503,2012-05-17,Semi,1,Mei,0,Kamis,1,Cerah/Sebagian Berawan,1242,6142,7384
504,2012-05-18,Semi,1,Mei,0,Jumat,1,Cerah/Sebagian Berawan,1521,6118,7639
505,2012-05-19,Semi,1,Mei,0,Sabtu,0,Cerah/Sebagian Berawan,3410,4884,8294
506,2012-05-20,Semi,1,Mei,0,Minggu,0,Cerah/Sebagian Berawan,2704,4425,7129
507,2012-05-21,Semi,1,Mei,0,Senin,1,Berkabut/Berawan,630,3729,4359
508,2012-05-22,Semi,1,Mei,0,Selasa,1,Berkabut/Berawan,819,5254,6073
509,2012-05-23,Semi,1,Mei,0,Rabu,1,Berkabut/Berawan,766,4494,5260
510,2012-05-24,Semi,1,Mei,0,Kamis,1,Cerah/Sebagian Berawan,1059,5711,6770
511,2012-05-25,Semi,1,Mei,0,Jumat,1,Cerah/Sebagian Berawan,1417,5317,6734
512,2012-05-26,Semi,1,Mei,0,Sabtu,0,Cerah/Sebagian Berawan,2855,3681,6536
513,2012-05-27,Semi,1,Mei,0,Minggu,0,Cerah/Sebagian Berawan,3283,3308,6591
514,2012-05-28,Semi,1,Mei,1,Senin,0,Cerah/Sebagian Berawan,2557,3486,6043
515,2012-05-29,Semi,1,Mei,0,Selasa,1,Cerah/Sebagian Berawan,880,4863,5743
516,2012-05-30,Semi,1,Mei,0,Rabu,1,Berkabut/Berawan,745,6110,6855
517,2012-05-31,Semi,1,Mei,0,Kamis,1,Cerah/Sebagian Berawan,1100,6238,7338
518,2012-06-01,Semi,1,Juni,0,Jumat,1,Berkabut/Berawan,533,3594,4127
519,2012-06-02,Semi,1,Juni,0,Sabtu,0,Cerah/Sebagian Berawan,2795,5325,8120
520,2012-06-03,Semi,1,Juni,0,Minggu,0,Cerah/Sebagian Berawan,2494,5147,7641
521,2012-06-04,Semi,1,Juni,0,Senin,1,Cerah/Sebagian Berawan,1071,5927,6998
522,2012-06-05,Semi,1,Juni,0,Selasa,1,Berkabut/Berawan,968,6033,7001
523,2012-06-06,Semi,1,Juni,0,Rabu,1,Cerah/Sebagian Berawan,1027,6028,7055
524,2012-06-07,Semi,1,Juni,0,Kamis,1,Cerah/Sebagian Berawan,1038,6456,7494
525,2012-06-08,Semi,1,Juni,0,Jumat,1,Cerah/Sebagian Berawan,1488,6248,7736
526,2012-06-09,Semi,1,Juni,0,Sabtu,0,Cerah/Sebagian Berawan,2708,4790,7498
527,2012-06-10,Semi,1,Juni,0,Minggu,0,Cerah/Sebagian Berawan,2224,4374,6598
528,2012-06-11,Semi,1,Juni,0,Senin,1,Berkabut/Berawan,1017,5647,6664
529,2012-06-12,Semi,1,Juni,0,Selasa,1,Berkabut/Berawan,477,4495,4972
530,2012-06-13,Semi,1,Juni,0,Rabu,1,Cerah/Sebagian Berawan,1173,6248,7421
531,2012-06-14,Semi,1,Juni,0,Kamis,1,Cerah/Sebagian Berawan,1180,6183,7363
532,2012-06-15,Semi,1,Juni,0,Jumat,1,Cerah/Sebagian Berawan,1563,6102,7665
533,2012-06-16,Semi,1,Juni,0,Sabtu,0,Cerah/Sebagian Berawan,2963,4739,7702
534,2012-06-17,Semi,1,Juni,0,Minggu,0,Cerah/Sebagian Berawan,2634,4344,6978
535,2012-06-18,Semi,1,Juni,0,Senin,1,Berkabut/Berawan,653,4446,5099
536,2012-06-19,Semi,1,Juni,0,Selasa,1,Cerah/Sebagian Berawan,968,5857,6825
537,2012-06-20,Semi,1,Juni,0,Rabu,1,Cerah/Sebagian Berawan,872,5339,6211
538,2012-06-21,Gugur,1,Juni,0,Kamis,1,Cerah/Sebagian Berawan,778,5127,5905
539,2012-06-22,Gugur,1,Juni,0,Jumat,1,Cerah/Sebagian Berawan,964,4859,5823
540,2012-06-23,Gugur,1,Juni,0,Sabtu,0,Cerah/Sebagian Berawan,2657,4801,7458
541,2012-06-24,Gugur,1,Juni,0,Minggu,0,Cerah/Sebagian Berawan,2551,4340,6891
542,2012-06-25,Gugur,1,Juni,0,Senin,1,Cerah/Sebagian Berawan,1139,5640,6779
543,2012-06-26,Gugur,1,Juni,0,Selasa,1,Cerah/Sebagian Berawan,1077,6365,7442
544,2012-06-27,Gugur,1,Juni,0,Rabu,1,Cerah/Sebagian Berawan,1077,6258,7335
545,2012-06-28,Gugur,1,Juni,0,Kamis,1,Cerah/Sebagian Berawan,921,5958,6879
546,2012-06-29,Gugur,1,Juni,0,Jumat,1,Cerah/Sebagian Berawan,829,4634,5463
547,2012-06-30,Gugur,1,Juni,0,Sabtu,0,Cerah/Sebagian Berawan,1455,4232,5687
548,2012-07-01,Gugur,1,Juli,0,Minggu,0,Cerah/Sebagian Berawan,1421,4110,5531
549,2012-07-02,Gugur,1,Juli,0,Senin,1,Cerah/Sebagian Berawan,904,5323,6227
550,2012-07-03,Gugur,1,Juli,0,Selasa,1,Cerah/Sebagian Berawan,1052,5608,6660
551,2012-07-04,Gugur,1,Juli,1,Rabu,0,Cerah/Sebagian Berawan,2562,4841,7403
552,2012-07-05,Gugur,1,Juli,0,Kamis,1,Cerah/Sebagian Berawan,1405,4836,6241
553,2012-07-06,Gugur,1,Juli,0,Jumat,1,Cerah/Sebagian Berawan,1366,4841,6207
554,2012-07-07,Gugur,1,Juli,0,Sabtu,0,Cerah/Sebagian Berawan,1448,3392,4840
555,2012-07-08,Gugur,1,Juli,0,Minggu,0,Cerah/Sebagian Berawan,1203,3469,4672
556,2012-07-09,Gugur,1,Juli,0,Senin,1,Berkabut/Berawan,998,5571,6569
557,2012-07-10,Gugur,1,Juli,0,Selasa,1,Berkabut/Berawan,954,5336,6290
558,2012-07-11,Gugur,1,Juli,0,Rabu,1,Cerah/Sebagian Berawan,975,6289,7264
559,2012-07-12,Gugur,1,Juli,0,Kamis,1,Cerah/Sebagian Berawan,1032,6414,7446
560,2012-07-13,Gugur,1,Juli,0,Jumat,1,Berkabut/Berawan,1511,5988,7499
561,2012-07-14,Gugur,1,Juli,0,Sabtu,0,Berkabut/Berawan,2355,4614,6969
562,2012-07-15,Gugur,1,Juli,0,Minggu,0,Cerah/Sebagian Berawan,1920,4111,6031
563,2012-07-16,Gugur,1,Juli,0,Senin,1,Cerah/Sebagian Berawan,1088,5742,6830
564,2012-07-17,Gugur,1,Juli,0,Selasa,1,Cerah/Sebagian Berawan,921,5865,6786
565,2012-07-18,Gugur,1,Juli,0,Rabu,1,Cerah/Sebagian Berawan,799,4914,5713
566,2012-07-19,Gugur,1,Juli,0,Kamis,1,Cerah/Sebagian Berawan,888,5703,6591
567,2012-07-20,Gugur,1,Juli,0,Jumat,1,Berkabut/Berawan,747,5123,5870
568,2012-07-21,Gugur,1,Juli,0,Sabtu,0,Salju Ringan/Hujan,1264,3195,4459
569,2012-07-22,Gugur,1,Juli,0,Minggu,0,Berkabut/Berawan,2544,4866,7410
570,2012-07-23,Gugur,1,Juli,0,Senin,1,Cerah/Sebagian Berawan,1135,5831,6966
571,2012-07-24,Gugur,1,Juli,0,Selasa,1,Cerah/Sebagian Berawan,1140,6452,7592
572,2012-07-25,Gugur,1,Juli,0,Rabu,1,Cerah/Sebagian Berawan,1383,6790,8173
573,2012-07-26,Gugur,1,Juli,0,Kamis,1,Cerah/Sebagian Berawan,1036,5825,6861
574,2012-07-27,Gugur,1,Juli,0,Jumat,1,Cerah/Sebagian Berawan,1259,5645,6904
575,2012-07-28,Gugur,1,Juli,0,Sabtu,0,Cerah/Sebagian Berawan,2234,4451,6685
576,2012-07-29,Gugur,1,Juli,0,Minggu,0,Cerah/Sebagian Berawan,2153,4444,6597
577,2012-07-30,Gugur,1,Juli,0,Senin,1,Cerah/Sebagian Berawan,1040,6065,7105
578,2012-07-31,Gugur,1,Juli,0,Selasa,1,Cerah/Sebagian Berawan,968,6248,7216
579,2012-08-01,Gugur,1,Agustus,0,Rabu,1,Cerah/Sebagian Berawan,1074,6506,7580
580,2012-08-02,Gugur,1,Agustus,0,Kamis,1,Cerah/Sebagian Berawan,983,6278,7261
581,2012-08-03,Gugur,1,Agustus,0,Jumat,1,Berkabut/Berawan,1328,5847,7175
582,2012-08-04,Gugur,1,Agustus,0,Sabtu,0,Cerah/Sebagian Berawan,2345,4479,6824
583,2012-08-05,Gugur,1,Agustus,0,Minggu,0,Cerah/Sebagian Berawan,1707,3757,5464
584,2012-08-06,Gugur,1,Agustus,0,Senin,1,Berkabut/Berawan,1233,5780,7013
585,2012-08-07,Gugur,1,Agustus,0,Selasa,1,Berkabut/Berawan,1278,5995,7273
586,2012-08-08,Gugur,1,Agustus,0,Rabu,1,Berkabut/Berawan,1263,6271,7534
587,2012-08-09,Gugur,1,Agustus,0,Kamis,1,Cerah/Sebagian Berawan,1196,6090,7286
588,2012-08-10,Gugur,1,Agustus,0,Jumat,1,Berkabut/Berawan,1065,4721,5786
589,2012-08-11,Gugur,1,Agustus,0,Sabtu,0,Berkabut/Berawan,2247,4052,6299
590,2012-08-12,Gugur,1,Agustus,0,Minggu,0,Cerah/Sebagian Berawan,2182,4362,6544
591,2012-08-13,Gugur,1,Agustus,0,Senin,1,Cerah/Sebagian Berawan,1207,5676,6883
592,2012-08-14,Gugur,1,Agustus,0,Selasa,1,Cerah/Sebagian Berawan,1128,5656,6784
593,2012-08-15,Gugur,1,Agustus,0,Rabu,1,Cerah/Sebagian Berawan,1198,6149,7347
594,2012-08-16,Gugur,1,Agustus,0,Kamis,1,Cerah/Sebagian Berawan,1338,6267,7605
595,2012-08-17,Gugur,1,Agustus,0,Jumat,1,Cerah/Sebagian Berawan,1483,5665,7148
596,2012-08-18,Gugur,1,Agustus,0,Sabtu,0,Cerah/Sebagian Berawan,2827,5038,7865
597,2012-08-19,Gugur,1,Agustus,0,Minggu,0,Berkabut/Berawan,1208,3341,4549
598,2012-08-20,Gugur,1,Agustus,0,Senin,1,Berkabut/Berawan,1026,5504,6530
599,2012-08-21,Gugur,1,Agustus,0,Selasa,1,Cerah/Sebagian Berawan,1081,5925,7006
600,2012-08-22,Gugur,1,Agustus,0,Rabu,1,Cerah/Sebagian Berawan,1094,6281,7375
601,2012-08-23,Gugur,1,Agustus,0,Kamis,1,Cerah/Sebagian Berawan,1363,6402,7765
602,2012-08-24,Gugur,1,Agustus,0,Jumat,1,Berkabut/Berawan,1325,6257,7582
603,2012-08-25,Gugur,1,Agustus,0,Sabtu,0,Berkabut/Berawan,1829,4224,6053
604,2012-08-26,Gugur,1,Agustus,0,Minggu,0,Berkabut/Berawan,1483,3772,5255
605,2012-08-27,Gugur,1,Agustus,0,Senin,1,Cerah/Sebagian Berawan,989,5928,6917
606,2012-08-28,Gugur,1,Agustus,0,Selasa,1,Cerah/Sebagian Berawan,935,6105,7040
607,2012-08-29,Gugur,1,Agustus,0,Rabu,1,Cerah/Sebagian Berawan,1177,6520,7697
608,2012-08-30,Gugur,1,Agustus,0,Kamis,1,Cerah/Sebagian Berawan,1172,6541,7713
609,2012-08-31,Gugur,1,Agustus,0,Jumat,1,Cerah/Sebagian Berawan,1433,5917,7350
610,2012-09-01,Gugur,1,September,0,Sabtu,0,Berkabut/Berawan,2352,3788,6140
611,2012-09-02,Gugur,1,September,0,Minggu,0,Berkabut/Berawan,2613,3197,5810
612,2012-09-03,Gugur,1,September,1,Senin,0,Cerah/Sebagian Berawan,1965,4069,6034
613,2012-09-04,Gugur,1,September,0,Selasa,1,Cerah/Sebagian Berawan,867,5997,6864
614,2012-09-05,Gugur,1,September,0,Rabu,1,Cerah/Sebagian Berawan,832,6280,7112
615,2012-09-06,Gugur,1,September,0,Kamis,1,Berkabut/Berawan,611,5592,6203
616,2012-09-07,Gugur,1,September,0,Jumat,1,Cerah/Sebagian Berawan,1045,6459,7504
617,2012-09-08,Gugur,1,September,0,Sabtu,0,Berkabut/Berawan,1557,4419,5976
618,2012-09-09,Gugur,1,September,0,Minggu,0,Cerah/Sebagian Berawan,2570,5657,8227
619,2012-09-10,Gugur,1,September,0,Senin,1,Cerah/Sebagian Berawan,1118,6407,7525
620,2012-09-11,Gugur,1,September,0,Selasa,1,Cerah/Sebagian Berawan,1070,6697,7767
621,2012-09-12,Gugur,1,September,0,Rabu,1,Cerah/Sebagian Berawan,1050,6820,7870
622,2012-09-13,Gugur,1,September,0,Kamis,1,Cerah/Sebagian Berawan,1054,6750,7804
623,2012-09-14,Gugur,1,September,0,Jumat,1,Cerah/Sebagian Berawan,1379,6630,8009
624,2012-09-15,Gugur,1,September,0,Sabtu,0,Cerah/Sebagian Berawan,3160,5554,8714
625,2012-09-16,Gugur,1,September,0,Minggu,0,Cerah/Sebagian Berawan,2166,5167,7333
626,2012-09-17,Gugur,1,September,0,Senin,1,Berkabut/Berawan,1022,5847,6869
627,2012-09-18,Gugur,1,September,0,Selasa,1,Berkabut/Berawan,371,3702,4073
628,2012-09-19,Gugur,1,September,0,Rabu,1,Cerah/Sebagian Berawan,788,6803,7591
629,2012-09-20,Gugur,1,September,0,Kamis,1,Cerah/Sebagian Berawan,939,6781,7720
630,2012-09-21,Gugur,1,September,0,Jumat,1,Cerah/Sebagian Berawan,1250,6917,8167
631,2012-09-22,Gugur,1,September,0,Sabtu,0,Cerah/Sebagian Berawan,2512,5883,8395
632,2012-09-23,Dingin,1,September,0,Minggu,0,Cerah/Sebagian Berawan,2454,5453,7907
633,2012-09-24,Dingin,1,September,0,Senin,1,Cerah/Sebagian Berawan,1001,6435,7436
634,2012-09-25,Dingin,1,September,0,Selasa,1,Cerah/Sebagian Berawan,845,6693,7538
635,2012-09-26,Dingin,1,September,0,Rabu,1,Cerah/Sebagian Berawan,787,6946,7733
636,2012-09-27,Dingin,1,September,0,Kamis,1,Berkabut/Berawan,751,6642,7393
637,2012-09-28,Dingin,1,September,0,Jumat,1,Berkabut/Berawan,1045,6370,7415
638,2012-09-29,Dingin,1,September,0,Sabtu,0,Cerah/Sebagian Berawan,2589,5966,8555
639,2012-09-30,Dingin,1,September,0,Minggu,0,Cerah/Sebagian Berawan,2015,4874,6889
640,2012-10-01,Dingin,1,Oktober,0,Senin,1,Berkabut/Berawan,763,6015,6778
641,2012-10-02,Dingin,1,Oktober,0,Selasa,1,Salju Ringan/Hujan,315,4324,4639
642,2012-10-03,Dingin,1,Oktober,0,Rabu,1,Berkabut/Berawan,728,6844,7572
643,2012-10-04,Dingin,1,Oktober,0,Kamis,1,Berkabut/Berawan,891,6437,7328
644,2012-10-05,Dingin,1,Oktober,0,Jumat,1,Cerah/Sebagian Berawan,1516,6640,8156
645,2012-10-06,Dingin,1,Oktober,0,Sabtu,0,Cerah/Sebagian Berawan,3031,4934,7965
646,2012-10-07,Dingin,1,Oktober,0,Minggu,0,Berkabut/Berawan,781,2729,3510
647,2012-10-08,Dingin,1,Oktober,1,Senin,0,Berkabut/Berawan,874,4604,5478
648,2012-10-09,Dingin,1,Oktober,0,Selasa,1,Berkabut/Berawan,601,5791,6392
649,2012-10-10,Dingin,1,Oktober,0,Rabu,1,Cerah/Sebagian Berawan,780,6911,7691
650,2012-10-11,Dingin,1,Oktober,0,Kamis,1,Cerah/Sebagian Berawan,834,6736,7570
651,2012-10-12,Dingin,1,Oktober,0,Jumat,1,Cerah/Sebagian Berawan,1060,6222,7282
652,2012-10-13,Dingin,1,Oktober,0,Sabtu,0,Cerah/Sebagian Berawan,2252,4857,7109
653,2012-10-14,Dingin,1,Oktober,0,Minggu,0,Cerah/Sebagian Berawan,2080,4559,6639
654,2012-10-15,Dingin,1,Oktober,0,Senin,1,Berkabut/Berawan,760,5115,5875
655,2012-10-16,Dingin,1,Oktober,0,Selasa,1,Cerah/Sebagian Berawan,922,6612,7534
656,2012-10-17,Dingin,1,Oktober,0,Rabu,1,Cerah/Sebagian Berawan,979,6482,7461
657,2012-10-18,Dingin,1,Oktober,0,Kamis,1,Berkabut/Berawan,1008,6501,7509
658,2012-10-19,Dingin,1,Oktober,0,Jumat,1,Berkabut/Berawan,753,4671,5424
659,2012-10-20,Dingin,1,Oktober,0,Sabtu,0,Cerah/Sebagian Berawan,2806,5284,8090
660,2012-10-21,Dingin,1,Oktober,0,Minggu,0,Cerah/Sebagian Berawan,2132,4692,6824
661,2012-10-22,Dingin,1,Oktober,0,Senin,1,Cerah/Sebagian Berawan,830,6228,7058
662,2012-10-23,Dingin,1,Oktober,0,Selasa,1,Cerah/Sebagian Berawan,841,6625,7466
663,2012-10-24,Dingin,1,Oktober,0,Rabu,1,Cerah/Sebagian Berawan,795,6898,7693
664,2012-10-25,Dingin,1,Oktober,0,Kamis,1,Berkabut/Berawan,875,6484,7359
665,2012-10-26,Dingin,1,Oktober,0,Jumat,1,Berkabut/Berawan,1182,6262,7444
666,2012-10-27,Dingin,1,Oktober,0,Sabtu,0,Berkabut/Berawan,2643,5209,7852
667,2012-10-28,Dingin,1,Oktober,0,Minggu,0,Berkabut/Berawan,998,3461,4459
668,2012-10-29,Dingin,1,Oktober,0,Senin,1,Salju Ringan/Hujan,2,20,22
669,2012-10-30,Dingin,1,Oktober,0,Selasa,1,Berkabut/Berawan,87,1009,1096
670,2012-10-31,Dingin,1,Oktober,0,Rabu,1,Berkabut/Berawan,419,5147,5566
671,2012-11-01,Dingin,1,November,0,Kamis,1,Berkabut/Berawan,466,5520,5986
672,2012-11-02,Dingin,1,November,0,Jumat,1,Cerah/Sebagian Berawan,618,5229,5847
673,2012-11-03,Dingin,1,November,0,Sabtu,0,Berkabut/Berawan,1029,4109,5138
674,2012-11-04,Dingin,1,November,0,Minggu,0,Cerah/Sebagian Berawan,1201,3906,5107
675,2012-11-05,Dingin,1,November,0,Senin,1,Cerah/Sebagian Berawan,378,4881,5259
676,2012-11-06,Dingin,1,November,0,Selasa,1,Cerah/Sebagian Berawan,466,5220,5686
677,2012-11-07,Dingin,1,November,0,Rabu,1,Berkabut/Berawan,326,4709,5035
678,2012-11-08,Dingin,1,November,0,Kamis,1,Cerah/Sebagian Berawan,340,4975,5315
679,2012-11-09,Dingin,1,November,0,Jumat,1,Cerah/Sebagian Berawan,709,5283,5992
680,2012-11-10,Dingin,1,November,0,Sabtu,0,Cerah/Sebagian Berawan,2090,4446,6536
681,2012-11-11,Dingin,1,November,0,Minggu,0,Cerah/Sebagian Berawan,2290,4562,6852
682,2012-11-12,Dingin,1,November,1,Senin,0,Cerah/Sebagian Berawan,1097,5172,6269
683,2012-11-13,Dingin,1,November,0,Selasa,1,Berkabut/Berawan,327,3767,4094
684,2012-11-14,Dingin,1,November,0,Rabu,1,Cerah/Sebagian Berawan,373,5122,5495
685,2012-11-15,Dingin,1,November,0,Kamis,1,Berkabut/Berawan,320,5125,5445
686,2012-11-16,Dingin,1,November,0,Jumat,1,Cerah/Sebagian Berawan,484,5214,5698
687,2012-11-17,Dingin,1,November,0,Sabtu,0,Cerah/Sebagian Berawan,1313,4316,5629
688,2012-11-18,Dingin,1,November,0,Minggu,0,Cerah/Sebagian Berawan,922,3747,4669
689,2012-11-19,Dingin,1,November,0,Senin,1,Berkabut/Berawan,449,5050,5499
690,2012-11-20,Dingin,1,November,0,Selasa,1,Berkabut/Berawan,534,5100,5634
691,2012-11-21,Dingin,1,November,0,Rabu,1,Cerah/Sebagian Berawan,615,4531,5146
692,2012-11-22,Dingin,1,November,1,Kamis,0,Cerah/Sebagian Berawan,955,1470,2425
693,2012-11-23,Dingin,1,November,0,Jumat,1,Cerah/Sebagian Berawan,1603,2307,3910
694,2012-11-24,Dingin,1,November,0,Sabtu,0,Cerah/Sebagian Berawan,532,1745,2277
695,2012-11-25,Dingin,1,November,0,Minggu,0,Cerah/Sebagian Berawan,309,2115,2424
696,2012-11-26,Dingin,1,November,0,Senin,1,Cerah/Sebagian Berawan,337,4750,5087
697,2012-11-27,Dingin,1,November,0,Selasa,1,Berkabut/Berawan,123,3836,3959
698,2012-11-28,Dingin,1,November,0,Rabu,1,Cerah/Sebagian Berawan,198,5062,5260
699,2012-11-29,Dingin,1,November,0,Kamis,1,Cerah/Sebagian Berawan,243,5080,5323
700,2012-11-30,Dingin,1,November,0,Jumat,1,Cerah/Sebagian Berawan,362,5306,5668
701,2012-12-01,Dingin,1,Desember,0,Sabtu,0,Berkabut/Berawan,951,4240,5191
702,2012-12-02,Dingin,1,Desember,0,Minggu,0,Berkabut/Berawan,892,3757,4649
703,2012-12-03,Dingin,1,Desember,0,Senin,1,Cerah/Sebagian Berawan,555,5679,6234
704,2012-12-04,Dingin,1,Desember,0,Selasa,1,Cerah/Sebagian Berawan,551,6055,6606
705,2012-12-05,Dingin,1,Desember,0,Rabu,1,Cerah/Sebagian Berawan,331,5398,5729
706,2012-12-06,Dingin,1,Desember,0,Kamis,1,Cerah/Sebagian Berawan,340,5035,5375
707,2012-12-07,Dingin,1,Desember,0,Jumat,1,Berkabut/Berawan,349,4659,5008
708,2012-12-08,Dingin,1,Desember,0,Sabtu,0,Berkabut/Berawan,1153,4429,5582
709,2012-12-09,Dingin,1,Desember,0,Minggu,0,Berkabut/Berawan,441,2787,3228
710,2012-12-10,Dingin,1,Desember,0,Senin,1,Berkabut/Berawan,329,4841,5170
711,2012-12-11,Dingin,1,Desember,0,Selasa,1,Berkabut/Berawan,282,5219,5501
712,2012-12-12,Dingin,1,Desember,0,Rabu,1,Berkabut/Berawan,310,5009,5319
713,2012-12-13,Dingin,1,Desember,0,Kamis,1,Cerah/Sebagian Berawan,425,5107,5532
714,2012-12-14,Dingin,1,Desember,0,Jumat,1,Cerah/Sebagian Berawan,429,5182,5611
715,2012-12-15,Dingin,1,Desember,0,Sabtu,0,Cerah/Sebagian Berawan,767,4280,5047
716,2012-12-16,Dingin,1,Desember,0,Minggu,0,Berkabut/Berawan,538,3248,3786
717,2012-12-17,Dingin,1,Desember,0,Senin,1,Berkabut/Berawan,212,4373,4585
718,2012-12-18,Dingin,1,Desember,0,Selasa,1,Cerah/Sebagian Berawan,433,5124,5557
719,2012-12-19,Dingin,1,Desember,0,Rabu,1,Cerah/Sebagian Berawan,333,4934,5267
720,2012-12-20,Dingin,1,Desember,0,Kamis,1,Berkabut/Berawan,314,3814,4128
721,2012-12-21,Panas,1,Desember,0,Jumat,1,Berkabut/Berawan,221,3402,3623
722,2012-12-22,Panas,1,Desember,0,Sabtu,0,Cerah/Sebagian Berawan,205,1544,1749
723,2012-12-23,Panas,1,Desember,0,Minggu,0,Cerah/Sebagian Berawan,408,1379,1787
724,2012-12-24,Panas,1,Desember,0,Senin,1,Berkabut/Berawan,174,746,920
725,2012-12-25,Panas,1,Desember,1,Selasa,0,Berkabut/Berawan,440,573,1013
726,2012-12-26,Panas,1,Desember,0,Rabu,1,Salju Ringan/Hujan,9,432,441
727,2012-12-27,Panas,1,Desember,0,Kamis,1,Berkabut/Berawan,247,1867,2114
728,2012-12-28,Panas,1,Desember,0,Jumat,1,Berkabut/Berawan,644,2451,3095
729,2012-12-29,Panas,1,Desember,0,Sabtu,0,Berkabut/Berawan,159,1182,1341
730,2012-12-30,Panas,1,Desember,0,Minggu,0,Cerah/Sebagian Berawan,364,1432,1796
731,2012-12-31,Panas,1,Desember,0,Senin,1,Berkabut/Berawan,439,2290,2729
